ID,Binomial,English,Museum_collection,Museum_accession,Sex,Museum_genus,Museum_species,Museum_subspecies,Specimen_label_photos,MMB_scan_url,Markup_1,Markup_2,Markup_3,Markup_4
Scelorchilus_rubecula_1,Scelorchilus_rubecula,Chucao Tapaculo,Tring,1946.49.1173,M,Scelorchilus,rubecula,rubecula,Y,https://www.markmybird.org/gallery/scelorchilus_rubecula/440,541_W.W,43_elliot,363_Peregrin3,35_Lara
Rhinocrypta_lanceolata_1,Rhinocrypta_lanceolata,Crested Gallito,Tring,89.9.20.712,M,Rhinocrypta,lanceolata,lanceolata,Y,https://www.markmybird.org/gallery/rhinocrypta_lanceolata/1368,43_elliot,52_grrlscientist,36_zoe,44_Chris
Teledromas_fuscus_1,Teledromas_fuscus,Sandy Gallito,Tring,89.7.10.1004,M,Teledromas,fuscus,,Y,https://www.markmybird.org/gallery/teledromas_fuscus/1570,44_Chris,52_grrlscientist,36_zoe,35_Lara
Liosceles_thoracicus_1,Liosceles_thoracicus,Rusty-belted Tapaculo,Tring,1953.68.635,M,Liosceles,thoracicus,erithacus,Y,https://www.markmybird.org/gallery/liosceles_thoracicus/1773,465_JSquirrell,40_chris13,5_Jen,
Psilorhamphus_guttatus_1,Psilorhamphus_guttatus,Spotted Bamboowren,Tring,89.9.20.383,M,Psiloramphus,guttatus,,Y,https://www.markmybird.org/gallery/psilorhamphus_guttatus/1639,40_chris13,5_Jen,44_Chris,36_zoe
Merulaxis_ater_1,Merulaxis_ater,Slaty Bristlefront,Tring,89.9.20.705,M,Merulaxis,ater,,Y,https://www.markmybird.org/gallery/merulaxis_ater/1744,44_Chris,36_zoe,485_oharar,35_Lara
Eugralla_paradoxa_1,Eugralla_paradoxa,Ochre-flanked Tapaculo,Tring,1935.10.21.56,M,Eugralla,paradoxa,,Y,https://www.markmybird.org/gallery/eugralla_paradoxa/1873,655_Jimmycaesar,1_matt,36_zoe,44_Chris
Myornis_senilis_1,Myornis_senilis,Ash-coloured Tapaculo,Tring,1940.12.5.1006,M,Myornis,senilis,,Y,https://www.markmybird.org/gallery/myornis_senilis/1725,183_ThomasG,465_JSquirrell,50_kathrynross27,36_zoe
Melanopareia_torquata_1,Melanopareia_torquata,Collared Crescentchest,Tring,89.5.14.221,U,Melanopareia,torquata,rufescens,Y,https://www.markmybird.org/gallery/melanopareia_torquata/1750,480_KateB,36_zoe,544_Gianco,44_Chris
Scytalopus_meridanus_1,Scytalopus_meridanus,Merida Tapaculo,Tring,89.9.20.695,M,Scytalopus,latebricola,meridanus,Y,https://www.markmybird.org/gallery/scytalopus_meridanus/1605,44_Chris,485_oharar,36_zoe,43_elliot
Eleoscytalopus_indigoticus_1,Eleoscytalopus_indigoticus,White-breasted Tapaculo,Tring,80.10.13.10,U,Scytalopus,indigoticus,,Y,https://www.markmybird.org/gallery/eleoscytalopus_indigoticus/1890,52_grrlscientist,449_gianluca,35_Lara,36_zoe
Acropternis_orthonyx_1,Acropternis_orthonyx,Ocellated Tapaculo,Tring,1914.11.26.458,M,Acropternis,orthonyx,orthonyx,Y,https://www.markmybird.org/gallery/acropternis_orthonyx/64,56_hughbrazier,480_KateB,44_Chris,396_Arasevera
Cormobates_leucophaea_2,Cormobates_leucophaea,White-throated Treecreeper,Tring,98.5.17.125,M,Cormobates,leucophaea,,,https://www.markmybird.org/gallery/cormobates_leucophaea/135,70_katie,175_JohnF,44_Chris,43_elliot
Climacteris_affinis_1,Climacteris_affinis,White-browed Treecreeper,Tring,1965.43.943,M,Climacteris,affinis,superciliosa,Y,https://www.markmybird.org/gallery/climacteris_affinis/1939,52_grrlscientist,449_gianluca,44_Chris,36_zoe
Menura_novaehollandiae_3,Menura_novaehollandiae,Superb Lyrebird,Tring,1930.3.5.26,M,Menura,novaehollandiae,victoriae,,https://www.markmybird.org/gallery/menura_novaehollandiae/277,485_oharar,249_Lordofthepies,363_Peregrin3,44_Chris
Atrichornis_rufescens_1,Atrichornis_rufescens,Rufous Scrub-bird,Tring,98.11.10.371,M,Atrichornis,rufescens,,,https://www.markmybird.org/gallery/atrichornis_rufescens/34,40_chris13,44_Chris,35_Lara,396_Arasevera
Ailuroedus_crassirostris_1,Ailuroedus_crassirostris,Green Catbird,Manchester,B487,U,Ailuroedus,crassirostris,,,https://www.markmybird.org/gallery/ailuroedus_crassirostris/66,70_katie,56_hughbrazier,363_Peregrin3,44_Chris
Scenopoeetes_dentirostris_1,Scenopoeetes_dentirostris,Tooth-billed Bowerbird,Tring,1901.3.20.35,M,Scenopoeetes,dentirostris,,Y,https://www.markmybird.org/gallery/scenopoeetes_dentirostris/1396,36_zoe,485_oharar,52_grrlscientist,43_elliot
Archboldia_papuensis_1,Archboldia_papuensis,Archbold's Bowerbird,Tring,1965.29.32,M,Archboldia,papuensis,papuensis,Y,https://www.markmybird.org/gallery/archboldia_papuensis/1207,44_Chris,43_elliot,36_zoe,35_Lara
Amblyornis_macgregoriae_1,Amblyornis_macgregoriae,Macgregor's Bowerbird,Tring,1953.17.226,M,Amblyornis,macgregoriae,macgregoriae,Y,https://www.markmybird.org/gallery/amblyornis_macgregoriae/3578,40_chris13,36_zoe,43_elliot,44_Chris
Prionodura_newtoniana_1,Prionodura_newtoniana,Golden Bowerbird,Manchester,B3334,M,Prionodura,newtoniana,,,https://www.markmybird.org/gallery/prionodura_newtoniana/1314,43_elliot,44_Chris,36_zoe,35_Lara
Sericulus_chrysocephalus_1,Sericulus_chrysocephalus,Regent Bowerbird,Manchester,BB8045,M,Serculus,chrysocephalus,,,https://www.markmybird.org/gallery/sericulus_chrysocephalus/1408,44_Chris,485_oharar,52_grrlscientist,43_elliot
Ptilonorhynchus_violaceus_1,Ptilonorhynchus_violaceus,Satin Bowerbird,Tring,47.4.15.4,M,Ptilonorhynchus,violaceus,,,https://www.markmybird.org/gallery/ptilonorhynchus_violaceus/409,56_hughbrazier,43_elliot,363_Peregrin3,44_Chris
Chlamydera_cerviniventris_1,Chlamydera_cerviniventris,Fawn-breasted Bowerbird,Manchester,3232,U,Chlamydera,cerviventris,,,https://www.markmybird.org/gallery/chlamydera_cerviniventris/666,56_hughbrazier,369_Gepwin,363_Peregrin3,36_zoe
Sipodotus_wallacii_2,Sipodotus_wallacii,Wallace's Fairywren,Tring,1911.12.20.1220,M,Malurus,wallacii,,Y,https://www.markmybird.org/gallery/sipodotus_wallacii/449,69_markjee,43_elliot,363_Peregrin3,35_Lara
Malurus_cyaneus_1,Malurus_cyaneus,Superb Fairywren,Tring,NA,M,Malurus,cyaneus,cyaneus,,https://www.markmybird.org/gallery/malurus_cyaneus/265,177_johnjackson,43_elliot,363_Peregrin3,44_Chris
Stipiturus_malachurus_1,Stipiturus_malachurus,Southern Emuwren,Tring,98.10.3.120,M,Stipiturus,malachurus,malachurus,Y,https://www.markmybird.org/gallery/stipiturus_malachurus/1583,4_gavin,36_zoe,52_grrlscientist,44_Chris
Amytornis_barbatus_1,Amytornis_barbatus,Grey Grasswren,Tring,1972.2.1,M,Amytornis,barbatus,,Y,https://www.markmybird.org/gallery/amytornis_barbatus/31,56_hughbrazier,44_Chris,363_Peregrin3,396_Arasevera
Myzomela_eichhorni_1,Myzomela_eichhorni,Yellow-vented Myzomela,Tring,1904.6.9.10,M,Myzomela,eichhorni,eichhorni,Y,https://www.markmybird.org/gallery/myzomela_eichhorni/3910,36_zoe,44_Chris,35_Lara,
Certhionyx_variegatus_1,Certhionyx_variegatus,Pied Honeyeater,Tring,1965.43.1009,M,Certhionyx,variegatus,,Y,https://www.markmybird.org/gallery/certhionyx_variegatus/3693,36_zoe,43_elliot,35_Lara,44_Chris
Timeliopsis_fulvigula_1,Timeliopsis_fulvigula,Olive Straightbill,Tring,1913.3.6.210,M,Timeliopsis,fulvigula,meyeri,Y,https://www.markmybird.org/gallery/timeliopsis_fulvigula/1156,147_EllenB75,369_Gepwin,44_Chris,43_elliot
Melilestes_megarhynchus_1,Melilestes_megarhynchus,Long-billed Honeyeater,Tring,1916.5.30.725,M,Melilestes,megarhynchus,,Y,https://www.markmybird.org/gallery/melilestes_megarhynchus/1749,480_KateB,52_grrlscientist,544_Gianco,44_Chris
Stresemannia_bougainvillei_1,Stresemannia_bougainvillei,Bougainville Honeyeater,Tring,1959.21.1600,M,Stresemannia,bougainvillei,,Y,https://www.markmybird.org/gallery/stresemannia_bougainvillei/1582,40_chris13,5_Jen,44_Chris,43_elliot
Glycichaera_fallax_1,Glycichaera_fallax,Green-backed Honeyeater,Tring,1916.5.30.733,M,Glycichaera,fallax,poliocephala,Y,https://www.markmybird.org/gallery/glycichaera_fallax/1849,465_JSquirrell,52_grrlscientist,44_Chris,35_Lara
Lichmera_flavicans_1,Lichmera_flavicans,Yellow-eared Honeyeater,Tring,73.5.12.1038,M,Lichmera,flavicans,,Y,https://www.markmybird.org/gallery/lichmera_flavicans/3858,592_angelaMc,43_elliot,36_zoe,44_Chris
Trichodere_cockerelli_1,Trichodere_cockerelli,White-streaked Honeyeater,Tring,81.5.1.5560,F,Trichodere,cockerelli,,Y,https://www.markmybird.org/gallery/trichodere_cockerelli/1559,40_chris13,5_Jen,44_Chris,43_elliot
Meliphaga_albonotata_1,Meliphaga_albonotata,Scrub Honeyeater,Tring,1916.5.30.632,M,Meliphaga,albonotata,,Y,https://www.markmybird.org/gallery/meliphaga_albonotata/3886,36_zoe,43_elliot,44_Chris,
Guadalcanaria_inexpectata_1,Guadalcanaria_inexpectata,Guadalcanal Honeyeater,Tring,1959.21.1276,F,Meliphaga,inexpectata,,Y,https://www.markmybird.org/gallery/guadalcanaria_inexpectata/2489,43_elliot,44_Chris,485_oharar,35_Lara
Foulehaio_carunculatus_1,Foulehaio_carunculatus,Wattled Honeyeater,Tring,98.9.30.248,M,Foulehaio,carunculata,,,https://www.markmybird.org/gallery/foulehaio_carunculatus/2475,485_oharar,44_Chris,36_zoe,43_elliot
Lichenostomus_subfrenatus_1,Lichenostomus_subfrenatus,Black-throated Honeyeater,Tring,1911.12.22.101,M,Lichenostomus,subfrenatus,,Y,https://www.markmybird.org/gallery/lichenostomus_subfrenatus/1777,465_JSquirrell,52_grrlscientist,44_Chris,36_zoe
Xanthotis_provocator_1,Xanthotis_provocator,Kadavu Honeyeater,Tring,88.7.1.825,M,Foulehaio,provocator,,Y,https://www.markmybird.org/gallery/xanthotis_provocator/505,36_zoe,43_elliot,40_chris13,464_boudica650
Melithreptus_lunatus_1,Melithreptus_lunatus,White-naped Honeyeater,Tring,98.5.17.114,M,Melithreptus,lunatus,,Y,https://www.markmybird.org/gallery/melithreptus_lunatus/1746,1_matt,40_chris13,485_oharar,36_zoe
Notiomystis_cincta_1,Notiomystis_cincta,Stitchbird,Tring,86.6.24.344,M,Notiomystis,cincta,,Y,https://www.markmybird.org/gallery/notiomystis_cincta/1711,465_JSquirrell,52_grrlscientist,485_oharar,44_Chris
Pycnopygius_ixoides_1,Pycnopygius_ixoides,Plain Honeyeater,Tring,1916.5.30.570,M,Pycnopygius,ixoides,,Y,https://www.markmybird.org/gallery/pycnopygius_ixoides/1632,464_boudica650,52_grrlscientist,36_zoe,35_Lara
Melitograis_gilolensis_1,Melitograis_gilolensis,White-streaked Friarbird,Tring,73.5.12.970,M,Philemon,giolensis,,Y,https://www.markmybird.org/gallery/melitograis_gilolensis/2630,43_elliot,485_oharar,44_Chris,35_Lara
Philemon_novaeguineae_1,Philemon_novaeguineae,New Guinea Friarbird,Tring,73.5.12.1029,M,Philemon,novaeguineae,novaeguineae,Y,https://www.markmybird.org/gallery/philemon_novaeguineae/2770,43_elliot,36_zoe,485_oharar,44_Chris
Ptiloprora_guisei_1,Ptiloprora_guisei,Rufous-backed Honeyeater,Tring,1911.12.22.106,M,Ptiloprora,guisei,guisei,Y,https://www.markmybird.org/gallery/ptiloprora_guisei/411,56_hughbrazier,43_elliot,363_Peregrin3,44_Chris
Melidectes_torquatus_1,Melidectes_torquatus,Ornate Melidectes,Tring,1913.3.6.214,M,Melidectes,torquatus,,Y,https://www.markmybird.org/gallery/melidectes_torquatus/3885,36_zoe,592_angelaMc,44_Chris,
Melipotes_gymnops_1,Melipotes_gymnops,Arfak Honeyeater,Tring,88.12.31.3,U,Melipotes,gymnops,,Y,https://www.markmybird.org/gallery/melipotes_gymnops/1747,4_gavin,52_grrlscientist,485_oharar,44_Chris
Myza_sarasinorum_1,Myza_sarasinorum,White-eared Myza,Tring,1932.11.25.3,M,Myza,sarasinorum,chionogenys,Y,https://www.markmybird.org/gallery/myza_sarasinorum/1053,40_chris13,5_Jen,43_elliot,44_Chris
Gymnomyza_aubryana_1,Gymnomyza_aubryana,Crow Honeyeater,Tring,98.9.30.73,M,Gymnomyza,aubryana,,Y,https://www.markmybird.org/gallery/gymnomyza_aubryana/857,242_solayan,372_Bullfinch,44_Chris,36_zoe
Phylidonyris_pyrrhopterus_1,Phylidonyris_pyrrhopterus,Crescent Honeyeater,Tring,1964.17.590,M,Phylidonyris,pyrrhopterus,,Y,https://www.markmybird.org/gallery/phylidonyris_pyrrhopterus/1674,35_Lara,52_grrlscientist,485_oharar,44_Chris
Ramsayornis_modestus_1,Ramsayornis_modestus,Brown-backed Honeyeater,Tring,1916.5.30.752,M,Ramsayornis,modestus,,Y,https://www.markmybird.org/gallery/ramsayornis_modestus/1626,465_JSquirrell,52_grrlscientist,36_zoe,35_Lara
Plectorhyncha_lanceolata_1,Plectorhyncha_lanceolata,Striped Honeyeater,Tring,1925.11.1.690,M,Plectorhyncha,lanceolata,,Y,https://www.markmybird.org/gallery/plectorhyncha_lanceolata/1665,183_ThomasG,52_grrlscientist,485_oharar,44_Chris
Conopophila_albogularis_1,Conopophila_albogularis,Rufous-banded Honeyeater,Tring,1969.4.767,M,Conopophila,albogularis,albogularis,Y,https://www.markmybird.org/gallery/conopophila_albogularis/1932,52_grrlscientist,449_gianluca,43_elliot,44_Chris
Grantiella_picta_1,Grantiella_picta,Painted Honeyeater,Tring,1964.17.555,M,Grantiella,picta,,Y,https://www.markmybird.org/gallery/grantiella_picta/1845,52_grrlscientist,465_JSquirrell,44_Chris,36_zoe
Xanthomyza_phrygia_1,Xanthomyza_phrygia,Regent Honeyeater,Tring,1955.6.N6.24,M,Xanthomyza,phyrgia,,Y,https://www.markmybird.org/gallery/xanthomyza_phrygia/1536,36_zoe,52_grrlscientist,485_oharar,44_Chris
Acanthorhynchus_superciliosus_1,Acanthorhynchus_superciliosus,Western Spinebill,Tring,81.5.1.4319,M,Acanthorhynchus,superciliosus,,Y,https://www.markmybird.org/gallery/acanthorhynchus_superciliosus/2011,541_W.W,35_Lara,43_elliot,44_Chris
Entomyzon_cyanotis_1,Entomyzon_cyanotis,Blue-faced Honeyeater,Tring,1964.17.613,M,Entomyzon,cyanotis,cyanotis,Y,https://www.markmybird.org/gallery/entomyzon_cyanotis/1885,480_KateB,52_grrlscientist,43_elliot,44_Chris
Manorina_melanocephala_1,Manorina_melanocephala,Noisy Miner,Tring,1925.11.1.674,M,Manorina,melanocephala,crassirostris,Y,https://www.markmybird.org/gallery/manorina_melanocephala/983,20_angela,363_Peregrin3,44_Chris,41_Emma
Anthornis_melanura_1,Anthornis_melanura,New Zealand Bellbird,Tring,52.1.17.82,M,Anthornis,melanura,,Y,https://www.markmybird.org/gallery/anthornis_melanura/1196,44_Chris,36_zoe,404_Nathaniel,35_Lara
Acanthagenys_rufogularis_1,Acanthagenys_rufogularis,Spiny-cheeked Honeyeater,Tring,1965.43.1168,M,Anthochaera,rufogularis,,Y,https://www.markmybird.org/gallery/acanthagenys_rufogularis/518,278_I,43_elliot,363_Peregrin3,44_Chris
Anthochaera_chrysoptera_1,Anthochaera_chrysoptera,Little Wattlebird,Tring,99.1.30.34,M,Anthochaera,chrysoptera,chrysoptera,Y,https://www.markmybird.org/gallery/anthochaera_chrysoptera/553,48_okeeffeml,44_Chris,183_ThomasG,43_elliot
Prosthemadera_novaeseelandiae_1,Prosthemadera_novaeseelandiae,Tui,Tring,52.1.17.89,M,Prosthemadera,novaeseelandiae,,,https://www.markmybird.org/gallery/prosthemadera_novaeseelandiae/1647,35_Lara,396_Arasevera,52_grrlscientist,36_zoe
Epthianura_tricolor_1,Epthianura_tricolor,Crimson Chat,Tring,1965.5.81,M,Epthianura,tricolor,,Y,https://www.markmybird.org/gallery/epthianura_tricolor/1882,52_grrlscientist,36_zoe,541_W.W,44_Chris
Ashbyia_lovensis_1,Ashbyia_lovensis,Gibberbird,Tring,1964.17.476,M,Ashbyia,lovensis,,Y,https://www.markmybird.org/gallery/ashbyia_lovensis/75,56_hughbrazier,211_JohnR,43_elliot,44_Chris
Apalopteron_familiare_1,Apalopteron_familiare,Bonin White-eye,Tring,98.10.3.865,M,Apalopteron,familiare,hahasima,Y,https://www.markmybird.org/gallery/apalopteron_familiare/556,289_Kerahna,43_elliot,363_Peregrin3,36_zoe
Pardalotus_quadragintus_1,Pardalotus_quadragintus,Forty-spotted Pardalote,Tring,89.6.12.14,M,Pardalotus,quadragintus,,Y,https://www.markmybird.org/gallery/pardalotus_quadragintus/2739,43_elliot,645_justinwalker,485_oharar,44_Chris
Dasyornis_longirostris_2,Dasyornis_longirostris,Western Bristlebird,Tring,1996.41.1869,U,Dasyornis,longirostrius,,,https://www.markmybird.org/gallery/dasyornis_longirostris/158,40_chris13,532_SOW,36_zoe,43_elliot
Pycnoptilus_floccosus_1,Pycnoptilus_floccosus,Pilotbird,Tring,81.11.7.1234,U,Pycnoptilus,floccosus,,Y,https://www.markmybird.org/gallery/pycnoptilus_floccosus/1346,43_elliot,485_oharar,52_grrlscientist,44_Chris
Origma_solitaria_2,Origma_solitaria,Rockwarbler,Tring,77.11.15.30,M,Origma,solitaria,,Y,https://www.markmybird.org/gallery/origma_solitaria/322,175_JohnF,267_chonggs,363_Peregrin3,44_Chris
Oreoscopus_gutturalis_1,Oreoscopus_gutturalis,Fernwren,Tring,1964.60.500,F,Oreoscopus,gutturalis,,Y,https://www.markmybird.org/gallery/oreoscopus_gutturalis/321,190_Pardalotus,267_chonggs,44_Chris,43_elliot
Crateroscelis_murina_1,Crateroscelis_murina,Rusty Mouse-warbler,Tring,1916.5.30.34,M,Crateroscelis,murinus,murinus,Y,https://www.markmybird.org/gallery/crateroscelis_murina/146,69_markjee,635_MNeateClegg,44_Chris,36_zoe
Sericornis_citreogularis_1,Sericornis_citreogularis,Yellow-throated Scrubwren,Tring,90.4.4.152,U,Sericornis,citreogularis,citreogularis,Y,https://www.markmybird.org/gallery/sericornis_citreogularis/1407,5_Jen,40_chris13,592_angelaMc,
Acanthornis_magna_1,Acanthornis_magna,Scrubtit,Tring,68.1.27.20,U,Sericornis,magnus,,Y,https://www.markmybird.org/gallery/acanthornis_magna/1176,44_Chris,114_tdjames,56_hughbrazier,43_elliot
Pyrrholaemus_brunneus_1,Pyrrholaemus_brunneus,Redthroat,Tring,1906.12.20.251,M,Pyrrholaemus,brunneus,,Y,https://www.markmybird.org/gallery/pyrrholaemus_brunneus/1630,465_JSquirrell,36_zoe,52_grrlscientist,44_Chris
Chthonicola_sagittatus_3,Chthonicola_sagittatus,Speckled Warbler,Tring,1927.12.18.217,M,Chthonicola,sagitatta,sagitatta,Y,https://www.markmybird.org/gallery/chthonicola_sagittatus/683,4_gavin,147_EllenB75,56_hughbrazier,43_elliot
Calamanthus_fuliginosus_1,Calamanthus_fuliginosus,Striated Fieldwren,Tring,1964.17.350,M,Calamanthus,fuliginosus,albifrons,Y,https://www.markmybird.org/gallery/calamanthus_fuliginosus/1230,50_kathrynross27,36_zoe,529_EmmaD,44_Chris
Hylacola_pyrrhopygia_1,Hylacola_pyrrhopygia,Chestnut-rumped Heathwren,Tring,1982.8.5,M,Hylacola,pyrrhopygius,,Y,https://www.markmybird.org/gallery/hylacola_pyrrhopygia/1820,485_oharar,52_grrlscientist,41_Emma,44_Chris
Acanthiza_murina_1,Acanthiza_murina,Papuan Thornbill,Tring,1967.3.6,M,Acanthiza,murina,,Y,https://www.markmybird.org/gallery/acanthiza_murina/1175,5_Jen,40_chris13,541_W.W,44_Chris
Smicrornis_brevirostris_1,Smicrornis_brevirostris,Weebill,Tring,1939.12.9,M,Smicrornis,brevirostris,,Y,https://www.markmybird.org/gallery/smicrornis_brevirostris/1595,396_Arasevera,36_zoe,52_grrlscientist,44_Chris
Gerygone_cinerea_1,Gerygone_cinerea,Mountain Gerygone,Tring,1911.12.22.156,M,Gerygone,cinerea,,Y,https://www.markmybird.org/gallery/gerygone_cinerea/209,36_zoe,44_Chris,35_Lara,43_elliot
Aphelocephala_leucopsis_1,Aphelocephala_leucopsis,Southern Whiteface,Tring,1965.43.395,M,Aphelocephala,leucopsis,leucopsis,Y,https://www.markmybird.org/gallery/aphelocephala_leucopsis/1205,40_chris13,43_elliot,44_Chris,
Amalocichla_incerta_1,Amalocichla_incerta,Lesser Ground-robin,Tring,1967.3.5,M,Amalocichla,incerta,brevicauda,Y,https://www.markmybird.org/gallery/amalocichla_incerta/1181,44_Chris,36_zoe,52_grrlscientist,43_elliot
Monachella_muelleriana_1,Monachella_muelleriana,Torrent Robin,Tring,1911.12.20.1147,M,Monachella,muelleriana,,Y,https://www.markmybird.org/gallery/monachella_muelleriana/3894,40_chris13,696_RichardParker,36_zoe,44_Chris
Microeca_fascinans_1,Microeca_fascinans,Jacky-winter,Tring,1964.17.403,M,Microeca,leucophaea,leucophaea,Y,https://www.markmybird.org/gallery/microeca_fascinans/1738,44_Chris,40_chris13,5_Jen,35_Lara
Petroica_multicolor_1,Petroica_multicolor,Scarlet Robin,Tring,1977.15.4,M,Petroica,multicolor,taveunensis,Y,https://www.markmybird.org/gallery/petroica_multicolor/3515,36_zoe,40_chris13,5_Jen,44_Chris
Melanodryas_cucullata_1,Melanodryas_cucullata,Hooded Robin,Tring,1965.43.749,M,Melanodryas,cucullata,,Y,https://www.markmybird.org/gallery/melanodryas_cucullata/1751,480_KateB,52_grrlscientist,541_W.W,36_zoe
Tregellasia_capito_1,Tregellasia_capito,Pale-yellow Robin,Tring,1969.41.1469,M,Tregellasia,capito,nana,Y,https://www.markmybird.org/gallery/tregellasia_capito/1560,44_Chris,36_zoe,52_grrlscientist,35_Lara
Eopsaltria_griseogularis_1,Eopsaltria_griseogularis,Western Yellow Robin,Tring,1939.12.9.2436,M,Eopsaltria,griseogularis,griseogularis,Y,https://www.markmybird.org/gallery/eopsaltria_griseogularis/1884,480_KateB,52_grrlscientist,35_Lara,44_Chris
Poecilodryas_hypoleuca_1,Poecilodryas_hypoleuca,Black-sided Robin,Tring,73.5.12.701,M,Poecilodryas,hypoleuca,,Y,https://www.markmybird.org/gallery/poecilodryas_hypoleuca/1662,465_JSquirrell,52_grrlscientist,485_oharar,44_Chris
Peneothello_sigillatus_1,Peneothello_sigillatus,White-winged Robin,Tring,1911.12.20.1192,U,Peneothello,sigillatus,quadrimaculatus,Y,https://www.markmybird.org/gallery/peneothello_sigillatus/1689,35_Lara,52_grrlscientist,485_oharar,44_Chris
Heteromyias_albispecularis_1,Heteromyias_albispecularis,Grey-headed Robin,Tring,1953.17.178,M,Heteromyias,albispecularis,centralis,Y,https://www.markmybird.org/gallery/heteromyias_albispecularis/227,44_Chris,48_okeeffeml,368_rvalkass,36_zoe
Pachycephalopsis_poliosoma_1,Pachycephalopsis_poliosoma,White-eyed Robin,Tring,1916.5.30.242,M,Pachycephalopsis,poliosoma,approximans,,https://www.markmybird.org/gallery/pachycephalopsis_poliosoma/327,485_oharar,267_chonggs,44_Chris,43_elliot
Drymodes_superciliaris_1,Drymodes_superciliaris,Northern Scrub-robin,Tring,80.11.18.365,M,Drymodes,superciliaris,brevirostris,Y,https://www.markmybird.org/gallery/drymodes_superciliaris/167,44_Chris,56_hughbrazier,43_elliot,339_Holly
Irena_puella_2,Irena_puella,Asian Fairy-bluebird,Tring,1936.4.12,M,Irena,puella,malayensis,,https://www.markmybird.org/gallery/irena_puella/4,47_VixFranks,485_oharar,43_elliot,44_Chris
Chloropsis_cyanopogon_1,Chloropsis_cyanopogon,Lesser Green Leafbird,Tring,1969.41.933,M,Chloropsis,cyanopogon,cyanopogon,,https://www.markmybird.org/gallery/chloropsis_cyanopogon/114,56_hughbrazier,40_chris13,592_angelaMc,
Orthonyx_temminckii_1,Orthonyx_temminckii,Australian Logrunner,Tring,39.12,M,Orthonyx,temminckii,temminckii,Y,https://www.markmybird.org/gallery/orthonyx_temminckii/1115,147_EllenB75,220_birdloverus,44_Chris,43_elliot
