ID,Binomial,English,Museum_collection,Museum_accession,Sex,Museum_genus,Museum_species,Museum_subspecies,Specimen_label_photos,MMB_scan_url,Markup_1,Markup_2,Markup_3,Markup_4
Biatas_nigropectus_1,Biatas_nigropectus,White-bearded Antshrike,Tring,95.4.1.662,M,Biatas,nigropectus,,Y,https://www.markmybird.org/gallery/biatas_nigropectus/76,5_Jen,40_chris13,41_Emma,44_Chris
Thamnophilus_doliatus_2,Thamnophilus_doliatus,Barred Antshrike,Tring,1908,M,Thamnophilus,doliatus,doliatus,Y,https://www.markmybird.org/gallery/thamnophilus_doliatus/484,44_Chris,278_I,363_Peregrin3,43_elliot
Pygiptila_stellaris_1,Pygiptila_stellaris,Spot-winged Antshrike,Tring,58.2.4.27,M,Pygiptila,stellaris,maculipennis,Y,https://www.markmybird.org/gallery/pygiptila_stellaris/1348,44_Chris,485_oharar,52_grrlscientist,43_elliot
Megastictus_margaritatus_1,Megastictus_margaritatus,Pearly Antshrike,Tring,55.12.17.92,M,Megastictus,margaritatus,,Y,https://www.markmybird.org/gallery/megastictus_margaritatus/1755,183_ThomasG,52_grrlscientist,540_meyerscottbgmail.com,35_Lara
Neoctantes_niger_1,Neoctantes_niger,Black Bushbird,Tring,89.7.10.244,M,Neoctantes,niger,,Y,https://www.markmybird.org/gallery/neoctantes_niger/1062,356_Gecko097,369_Gepwin,44_Chris,43_elliot
Clytoctantes_alixii_1,Clytoctantes_alixii,Recurve-billed Bushbird,Tring,89.7.10.246,U,Clytoctantes,alixi,,Y,https://www.markmybird.org/gallery/clytoctantes_alixii/123,70_katie,175_JohnF,44_Chris,43_elliot
Thamnistes_anabatinus_1,Thamnistes_anabatinus,Russet Antshrike,Tring,89.7.10.228,M,Thamnistes,anabatinus,saturatus,Y,https://www.markmybird.org/gallery/thamnistes_anabatinus/1472,443_hannastostad,52_grrlscientist,36_zoe,44_Chris
Dysithamnus_stictothorax_1,Dysithamnus_stictothorax,Spot-breasted Antvireo,Tring,95.4.1.650,M,Dysithamnus,stictothorax,,Y,https://www.markmybird.org/gallery/dysithamnus_stictothorax/778,48_okeeffeml,43_elliot,363_Peregrin3,36_zoe
Thamnomanes_saturninus_1,Thamnomanes_saturninus,Saturnine Antshrike,Tring,89.7.10.285,U,Dysitnamnus,saturninus,huallage,Y,https://www.markmybird.org/gallery/thamnomanes_saturninus/1473,43_elliot,52_grrlscientist,36_zoe,44_Chris
Myrmotherula_brachyura_1,Myrmotherula_brachyura,Pygmy Antwren,Tring,89.9.20.238,M,Myrmotherula,brachyura,brachyura,Y,https://www.markmybird.org/gallery/myrmotherula_brachyura/1052,4_gavin,5_Jen,40_chris13,
Epinecrophylla_fulviventris_1,Epinecrophylla_fulviventris,Checker-throated Antwren,Tring,89.9.20.262,M,Myrmotherula,fulviventris,fulviventris,Y,https://www.markmybird.org/gallery/epinecrophylla_fulviventris/1883,52_grrlscientist,36_zoe,44_Chris,43_elliot
Dichrozona_cincta_1,Dichrozona_cincta,Banded Antbird,Tring,1902.3.13.1248,F,Dichrozona,cincta,zononota,Y,https://www.markmybird.org/gallery/dichrozona_cincta/160,70_katie,175_JohnF,43_elliot,44_Chris
Myrmorchilus_strigilatus_1,Myrmorchilus_strigilatus,Stripe-backed Antbird,Tring,89.9.20.353,F,Myrmorchilus,strigilatus,strigilatus,Y,https://www.markmybird.org/gallery/myrmorchilus_strigilatus/1050,4_gavin,369_Gepwin,44_Chris,532_SOW
Herpsilochmus_rufimarginatus_1,Herpsilochmus_rufimarginatus,Rufous-winged Antwren,Tring,89.9.20.335,M,Herpsilochmus,rufimarginatus,rufimarginatus,Y,https://www.markmybird.org/gallery/herpsilochmus_rufimarginatus/1829,465_JSquirrell,52_grrlscientist,578_claireh,43_elliot
Microrhopias_quixensis_1,Microrhopias_quixensis,Dot-winged Antwren,Tring,89.7.10.498,M,Microrhopias,quixensis,quixensis,Y,https://www.markmybird.org/gallery/microrhopias_quixensis/1020,356_Gecko097,4_gavin,44_Chris,36_zoe
Formicivora_grisea_1,Formicivora_grisea,White-fringed Antwren,Tring,1906.12.21.267,M,Formicivora,grisea,grisea,Y,https://www.markmybird.org/gallery/formicivora_grisea/1861,50_kathrynross27,52_grrlscientist,485_oharar,35_Lara
Drymophila_ferruginea_1,Drymophila_ferruginea,Ferruginous Antbird,Tring,1910.4.11.26,M,Drymophila,ferruginea,,Y,https://www.markmybird.org/gallery/drymophila_ferruginea/770,40_chris13,485_oharar,44_Chris,36_zoe
Terenura_maculata_1,Terenura_maculata,Streak-capped Antwren,Tring,55.12.17.57,M,Terenura,maculata,,Y,https://www.markmybird.org/gallery/terenura_maculata/1462,43_elliot,52_grrlscientist,36_zoe,44_Chris
Cercomacra_cinerascens_1,Cercomacra_cinerascens,Grey Antbird,Tring,1889.9.20.407,M,Cercomacra,cinerascens,immaculata,Y,https://www.markmybird.org/gallery/cercomacra_cinerascens/646,278_I,370_renatag,56_hughbrazier,36_zoe
Pyriglena_atra_1,Pyriglena_atra,Fringe-backed Fire-eye,Manchester,6148,M,Pyriglena,atra,,,https://www.markmybird.org/gallery/pyriglena_atra/416,485_oharar,592_angelaMc,363_Peregrin3,36_zoe
Rhopornis_ardesiacus_1,Rhopornis_ardesiacus,Slender Antbird,Tring,1984.1.3,M,Rhopornis,ardesiacaus,,Y,https://www.markmybird.org/gallery/rhopornis_ardesiacus/1375,20_angela,485_oharar,36_zoe,44_Chris
Myrmoborus_leucophrys_1,Myrmoborus_leucophrys,White-browed Antbird,Tring,57.11.28.238,M,Myrmoborus,leucophrys,leucophrys,Y,https://www.markmybird.org/gallery/myrmoborus_leucophrys/1049,4_gavin,369_Gepwin,43_elliot,44_Chris
Hypocnemis_cantator_1,Hypocnemis_cantator,Guianan Warbling-antbird,Tring,89.7.10.669,M,Hypocnemis,cantator,notaea,Y,https://www.markmybird.org/gallery/hypocnemis_cantator/905,302_kat211123,369_Gepwin,364_cjam,36_zoe
Hypocnemoides_maculicauda_1,Hypocnemoides_maculicauda,Band-tailed Antbird,Tring,89.7.10.705,M,Hypocnemoides,maculicauda,maculicauda,Y,https://www.markmybird.org/gallery/hypocnemoides_maculicauda/1812,485_oharar,52_grrlscientist,541_W.W,36_zoe
Gymnocichla_nudiceps_1,Gymnocichla_nudiceps,Bare-crowned Antbird,Tring,89.7.10.600,M,Gymnocichla,nudiceps,nudiceps,Y,https://www.markmybird.org/gallery/gymnocichla_nudiceps/3385,40_chris13,35_Lara,43_elliot,44_Chris
Sclateria_naevia_1,Sclateria_naevia,Silvered Antbird,Tring,89.7.10.610,M,Sclateria,naevia,naevia,Y,https://www.markmybird.org/gallery/sclateria_naevia/3428,43_elliot,44_Chris,36_zoe,
Percnostola_rufifrons_1,Percnostola_rufifrons,Black-headed Antbird,Tring,1922.3.5.2198,M,Percnostola,rufifrons,rufifrons,Y,https://www.markmybird.org/gallery/percnostola_rufifrons/1688,35_Lara,36_zoe,52_grrlscientist,44_Chris
Schistocichla_leucostigma_1,Schistocichla_leucostigma,Spot-winged Antbird,Tring,89.7.10.617,M,Percnostola,leucostigma,leucostigma,Y,https://www.markmybird.org/gallery/schistocichla_leucostigma/1607,44_Chris,36_zoe,52_grrlscientist,35_Lara
Myrmeciza_ruficauda_3,Myrmeciza_ruficauda,Scalloped Antbird,Tring,89.9.20.487,M,Myrmeciza,ruficauda,ruficauda,Y,https://www.markmybird.org/gallery/myrmeciza_ruficauda/294,175_JohnF,259_NicosNest,363_Peregrin3,43_elliot
Pithys_albifrons_1,Pithys_albifrons,White-plumed Antbird,Tring,89.9.20.554,M,Pithys,albifrons,albifrons,Y,https://www.markmybird.org/gallery/pithys_albifrons/1666,183_ThomasG,52_grrlscientist,44_Chris,36_zoe
Gymnopithys_rufigula_1,Gymnopithys_rufigula,Rufous-throated Antbird,Tring,89.7.10.751,M,Gymnopithys,rufigula,rufigula,Y,https://www.markmybird.org/gallery/gymnopithys_rufigula/1841,52_grrlscientist,465_JSquirrell,44_Chris,43_elliot
Myrmornis_torquata_1,Myrmornis_torquata,Wing-banded Antbird,Tring,1933.10.21.26,M,Myrmornis,torquata,torquata,Y,https://www.markmybird.org/gallery/myrmornis_torquata/3405,485_oharar,41_Emma,36_zoe,44_Chris
Rhegmatorhina_gymnops_1,Rhegmatorhina_gymnops,Bare-eyed Antbird,Tring,1909.4.3.8,M,Rhegmatorhina,gymnops,,Y,https://www.markmybird.org/gallery/rhegmatorhina_gymnops/1623,465_JSquirrell,36_zoe,52_grrlscientist,44_Chris
Hylophylax_naevioides_1,Hylophylax_naevioides,Spotted Antbird,Tring,1936.1.21.16,M,Hylphylax,naevioides,naevioides,Y,https://www.markmybird.org/gallery/hylophylax_naevioides/1815,40_chris13,5_Jen,44_Chris,43_elliot
Willisornis_poecilinotus_1,Willisornis_poecilinotus,Scale-backed Antbird,Tring,89.7.10.780,M,Hylophylax,poecilinotus,poecilinotus,Y,https://www.markmybird.org/gallery/willisornis_poecilinotus/1543,36_zoe,40_chris13,5_Jen,
Phlegopsis_nigromaculata_1,Phlegopsis_nigromaculata,Black-spotted Bare-eye,Tring,89.9.20.569,U,Phlegopsis,nigromaculata,nigromaculata,Y,https://www.markmybird.org/gallery/phlegopsis_nigromaculata/3420,485_oharar,43_elliot,35_Lara,44_Chris
Phaenostictus_mcleannani_1,Phaenostictus_mcleannani,Ocellated Antbird,Tring,99.6.1.533,M,Phaenostictus,mcleannani,saturata,Y,https://www.markmybird.org/gallery/phaenostictus_mcleannani/3416,485_oharar,44_Chris,35_Lara,
Geositta_tenuirostris_1,Geositta_tenuirostris,Slender-billed Miner,Tring,1946.49.1047,M,Geositta,tenuirostris,,Y,https://www.markmybird.org/gallery/geositta_tenuirostris/834,278_I,363_Peregrin3,4_gavin,43_elliot
Tarphonomus_certhioides_1,Tarphonomus_certhioides,Chaco Earthcreeper,Tring,89.5.20.52,M,Ochetorhynchus,certhioides,luscinia,Y,https://www.markmybird.org/gallery/tarphonomus_certhioides/476,480_KateB,43_elliot,363_Peregrin3,44_Chris
Ochetorhynchus_andaecola_1,Ochetorhynchus_andaecola,Rock Earthcreeper,Tring,1902.3.13.1193,F,Upercerthia,andaecola,,Y,https://www.markmybird.org/gallery/ochetorhynchus_andaecola/1710,40_chris13,52_grrlscientist,485_oharar,
Upucerthia_serrana_1,Upucerthia_serrana,Striated Earthcreeper,Tring,99.6.1.9,U,Upcerthia,serrana,serrana,Y,https://www.markmybird.org/gallery/upucerthia_serrana/1161,43_elliot,369_Gepwin,44_Chris,36_zoe
Cinclodes_fuscus_1,Cinclodes_fuscus,Buff-winged Cinclodes,Tring,1920.9.30.116,M,Cinclodes,fuscus,fuscus,Y,https://www.markmybird.org/gallery/cinclodes_fuscus/690,48_okeeffeml,183_ThomasG,56_hughbrazier,43_elliot
Furnarius_rufus_1,Furnarius_rufus,Rufous Hornero,Tring,1910.12.22.825,M,Furnarius,rufus,rufus,Y,https://www.markmybird.org/gallery/furnarius_rufus/821,278_I,183_ThomasG,363_Peregrin3,43_elliot
Sylviorthorhynchus_desmursii_1,Sylviorthorhynchus_desmursii,Des Murs's Wiretail,Tring,1910.4.25.132,M,Sylviorthorhynchus,desmursii,,Y,https://www.markmybird.org/gallery/sylviorthorhynchus_desmursii/1446,43_elliot,52_grrlscientist,36_zoe,41_Emma
Aphrastura_spinicauda_1,Aphrastura_spinicauda,Thorn-tailed Rayadito,Tring,1946.49.1152,M,Aphrastura,spinicauda,spinicauda,Y,https://www.markmybird.org/gallery/aphrastura_spinicauda/1206,43_elliot,36_zoe,404_Nathaniel,44_Chris
Leptasthenura_platensis_1,Leptasthenura_platensis,Tufted Tit-spinetail,Tring,1920.5.20.62,M,Leptasthenura,platensis,,Y,https://www.markmybird.org/gallery/leptasthenura_platensis/248,60_aidangill,248_tashtego11,363_Peregrin3,44_Chris
Schizoeaca_coryi_1,Schizoeaca_coryi,Ochre-browed Thistletail,Tring,1914.11.26.497,M,Schizoeaca,coryi,,Y,https://www.markmybird.org/gallery/schizoeaca_coryi/1606,44_Chris,52_grrlscientist,36_zoe,35_Lara
Schoeniophylax_phryganophilus_2,Schoeniophylax_phryganophilus,Chotoy Spinetail,Tring,1905.10.12.191,M,Schoeniophylax,phryganophila,phryganophila,Y,https://www.markmybird.org/gallery/schoeniophylax_phryganophilus/443,43_elliot,485_oharar,44_Chris,36_zoe
Synallaxis_brachyura_1,Synallaxis_brachyura,Slaty Spinetail,Tring,89.5.14.168,M,Synallaxis,brachyura,nigrifumosa,Y,https://www.markmybird.org/gallery/synallaxis_brachyura/1448,43_elliot,521_sandpiper,52_grrlscientist,44_Chris
Hellmayrea_gularis_1,Hellmayrea_gularis,White-browed Spinetail,Tring,1914.11.26.487,M,Hellmayrea,gularis,cinereiventris,Y,https://www.markmybird.org/gallery/hellmayrea_gularis/880,242_solayan,485_oharar,44_Chris,35_Lara
Certhiaxis_cinnamomeus_1,Certhiaxis_cinnamomeus,Yellow-chinned Spinetail,Tring,1905.10.12.195,M,Certhiaxis,cinnamomeus,russeola,,https://www.markmybird.org/gallery/certhiaxis_cinnamomeus/648,278_I,369_Gepwin,56_hughbrazier,36_zoe
Asthenes_steinbachi_1,Asthenes_steinbachi,Steinbach's Canastero,Tring,89.5.14.256,U,Asthenes,steinbachi,,Y,https://www.markmybird.org/gallery/asthenes_steinbachi/37,40_chris13,5_Jen,44_Chris,43_elliot
Thripophaga_macroura_1,Thripophaga_macroura,Striated Softtail,Tring,89.5.14.305,U,Thripophaga,macroura,,Y,https://www.markmybird.org/gallery/thripophaga_macroura/1157,147_EllenB75,369_Gepwin,44_Chris,677_Eleanor
Siptornopsis_hypochondriaca_1,Siptornopsis_hypochondriaca,Great Spinetail,Tring,1899.6.1.577,M,Siptornopsis,hypochondriaca,,Y,https://www.markmybird.org/gallery/siptornopsis_hypochondriaca/1414,44_Chris,52_grrlscientist,36_zoe,35_Lara
Phacellodomus_rufifrons_1,Phacellodomus_rufifrons,Rufous-fronted Thornbird,Tring,89.5.14.296,U,Phacellodomus,rufifrons,,Y,https://www.markmybird.org/gallery/phacellodomus_rufifrons/1254,44_Chris,36_zoe,529_EmmaD,43_elliot
Spartonoica_maluroides_1,Spartonoica_maluroides,Bay-capped Wren-spinetail,Tring,1910.12.22.890,M,Spartonoica,maluroides,,Y,https://www.markmybird.org/gallery/spartonoica_maluroides/3430,485_oharar,44_Chris,36_zoe,
Phleocryptes_melanops_1,Phleocryptes_melanops,Wren-like Rushbird,Tring,1946.49.1161,M,Phleocryptes,melanops,melanops,Y,https://www.markmybird.org/gallery/phleocryptes_melanops/1269,36_zoe,35_Lara,52_grrlscientist,43_elliot
Limnornis_curvirostris_1,Limnornis_curvirostris,Curve-billed Reedhaunter,Tring,89.5.20.279,M,Limnornis,curvirostris,,Y,https://www.markmybird.org/gallery/limnornis_curvirostris/3396,485_oharar,44_Chris,36_zoe,
Limnoctites_rectirostris_1,Limnoctites_rectirostris,Straight-billed Reedhaunter,Tring,55.12.19.77,U,Limnoctites,rectirostris,,Y,https://www.markmybird.org/gallery/limnoctites_rectirostris/3395,485_oharar,44_Chris,36_zoe,5_Jen
Anumbius_annumbi_1,Anumbius_annumbi,Firewood-gatherer,Tring,1903.12.23.50,M,Anumbius,annumbi,,Y,https://www.markmybird.org/gallery/anumbius_annumbi/555,289_Kerahna,43_elliot,363_Peregrin3,36_zoe
Coryphistera_alaudina_1,Coryphistera_alaudina,Lark-like Brushrunner,Tring,1923.1.27.33,M,Coryphistera,alaudina,,Y,https://www.markmybird.org/gallery/coryphistera_alaudina/139,20_angela,175_JohnF,43_elliot,44_Chris
Siptornis_striaticollis_1,Siptornis_striaticollis,Spectacled Prickletail,Tring,89.5.20.227,U,Siptornis,striaticollis,,Y,https://www.markmybird.org/gallery/siptornis_striaticollis/1596,396_Arasevera,52_grrlscientist,36_zoe,44_Chris
Metopothrix_aurantiaca_1,Metopothrix_aurantiaca,Orange-fronted Plushcrown,Tring,88.1.20.59,U,Metophrix,aurantiacus,,Y,https://www.markmybird.org/gallery/metopothrix_aurantiaca/1742,44_Chris,36_zoe,485_oharar,35_Lara
Roraimia_adusta_1,Roraimia_adusta,Roraiman Barbtail,Tring,89.5.14.209,M,Roraimia,adusta,,Y,https://www.markmybird.org/gallery/roraimia_adusta/3427,43_elliot,35_Lara,36_zoe,44_Chris
Premnornis_guttuligera_1,Premnornis_guttuligera,Rusty-winged Barbtail,Tring,1916.9.21.153,M,Premnornis,guttuligera,,Y,https://www.markmybird.org/gallery/premnornis_guttuligera/1312,43_elliot,44_Chris,35_Lara,
Premnoplex_brunnescens_1,Premnoplex_brunnescens,Spotted Barbtail,Tring,1916.8.24.66,M,Premnoplex,brunnescens,brunnescens,Y,https://www.markmybird.org/gallery/premnoplex_brunnescens/1311,43_elliot,36_zoe,398_crossbill,44_Chris
Margarornis_rubiginosus_1,Margarornis_rubiginosus,Ruddy Treerunner,Tring,1949.58.426,F,Maragornis ,rubiginosus,rubiginosus,Y,https://www.markmybird.org/gallery/margarornis_rubiginosus/986,43_elliot,44_Chris,50_kathrynross27,583_ScienceLibrarian
Lochmias_nematura_1,Lochmias_nematura,Sharp-tailed Streamcreeper,Tring,1905.10.12.213,M,Lochmias,nematura,nematura,Y,https://www.markmybird.org/gallery/lochmias_nematura/950,43_elliot,363_Peregrin3,364_cjam,284_treecreeper
Pseudoseisura_cristata_1,Pseudoseisura_cristata,Caatinga Cacholote,Tring,89.5.20.317,U,Pseudoseisura,cristata,cristata,Y,https://www.markmybird.org/gallery/pseudoseisura_cristata/1326,43_elliot,36_zoe,52_grrlscientist,44_Chris
Pseudocolaptes_lawrencii_1,Pseudocolaptes_lawrencii,Buffy Tuftedcheek,Tring,1949.58.311,M,Pseudocolaptes,lawrencii,lawrencii,Y,https://www.markmybird.org/gallery/pseudocolaptes_lawrencii/1322,43_elliot,44_Chris,36_zoe,
Berlepschia_rikeri_1,Berlepschia_rikeri,Point-tailed Palmcreeper,Tring,1922.3.5.2419,U,Berlepschia,rikeri,,Y,https://www.markmybird.org/gallery/berlepschia_rikeri/590,40_chris13,43_elliot,363_Peregrin3,36_zoe
Ancistrops_strigilatus_3,Ancistrops_strigilatus,Chestnut-winged Hookbill,Tring,89.5.14.409,M,Ancistrops,strigilatus,,,https://www.markmybird.org/gallery/ancistrops_strigilatus/39,43_elliot,44_Chris,363_Peregrin3,396_Arasevera
Cichlocolaptes_leucophrus_1,Cichlocolaptes_leucophrus,Pale-browed Treehunter,Tring,89.5.14.316,U,Cichlocolaptes,leucophrus,,Y,https://www.markmybird.org/gallery/cichlocolaptes_leucophrus/685,48_okeeffeml,147_EllenB75,56_hughbrazier,36_zoe
Hyloctistes_subulatus_1,Hyloctistes_subulatus,Striped Woodhaunter,Tring,1953.68.736 ,M,Hyloctistes,subulatus,subulatus,Y,https://www.markmybird.org/gallery/hyloctistes_subulatus/901,40_chris13,363_Peregrin3,43_elliot,35_Lara
Syndactyla_guttulata_1,Syndactyla_guttulata,Guttulate Foliage-gleaner,Tring,1909.11.15.50,U,Syndactyla,guttulata,,Y,https://www.markmybird.org/gallery/syndactyla_guttulata/1449,43_elliot,518_sesmith73,52_grrlscientist,44_Chris
Anabacerthia_variegaticeps_1,Anabacerthia_variegaticeps,Scaly-throated Foliage-gleaner,Tring,1953.68.720,M,Anabacerthia,temporalis,,Y,https://www.markmybird.org/gallery/anabacerthia_variegaticeps/546,48_okeeffeml,43_elliot,35_Lara,485_oharar
Philydor_ruficaudatum_1,Philydor_ruficaudatum,Rufous-tailed Foliage-gleaner,Tring,89.5.20.366,M,Philydor,ruficaudatum,ruficaudatum,Y,https://www.markmybird.org/gallery/philydor_ruficaudatum/1267,43_elliot,44_Chris,36_zoe,677_Eleanor
Anabazenops_fuscus_1,Anabazenops_fuscus,White-collared Foliage-gleaner,Tring,89.5.14.473,U,Anabazenops,fuscus,,Y,https://www.markmybird.org/gallery/anabazenops_fuscus/67,56_hughbrazier,127_amyhong0203,44_Chris,396_Arasevera
Thripadectes_melanorhynchus_1,Thripadectes_melanorhynchus,Black-billed Treehunter,Tring,89.5.20.324,M,Thripadectes,melanorhynchus,,Y,https://www.markmybird.org/gallery/thripadectes_melanorhynchus/3435,485_oharar,44_Chris,36_zoe,
Automolus_infuscatus_1,Automolus_infuscatus,Olive-backed Foliage-gleaner,Tring,89.5.20.347,F,Automolus,infuscatus,paraensis,Y,https://www.markmybird.org/gallery/automolus_infuscatus/581,175_JohnF,43_elliot,363_Peregrin3,36_zoe
Hylocryptus_rectirostris_1,Hylocryptus_rectirostris,Chestnut-capped Foliage-gleaner,Tring,99.1.27.60,F,Hylocryptus,rectirostris,,Y,https://www.markmybird.org/gallery/hylocryptus_rectirostris/1818,485_oharar,52_grrlscientist,584_LincW,44_Chris
Sclerurus_rufigularis_1,Sclerurus_rufigularis,Short-billed Leaftosser,Tring,89.5.14.492,F,Sclerurus,rufigularis,fulvigularis,Y,https://www.markmybird.org/gallery/sclerurus_rufigularis/1400,36_zoe,52_grrlscientist,20_angela,44_Chris
Heliobletus_contaminatus_1,Heliobletus_contaminatus,Sharp-billed Treehunter,Tring,89.5.20.377,U,Heliobletus,contaminatus,,Y,https://www.markmybird.org/gallery/heliobletus_contaminatus/877,303_evwudeck,378_BeckyM,44_Chris,43_elliot
Xenops_rutilans_1,Xenops_rutilans,Streaked Xenops,Tring,1924.10.331.33,M,Xenops,rutilans,heterurus,Y,https://www.markmybird.org/gallery/xenops_rutilans/1534,40_chris13,36_zoe,52_grrlscientist,44_Chris
Pygarrhichas_albogularis_1,Pygarrhichas_albogularis,White-throated Treerunner,Tring,1946.49.1168,M,Pygarrhichas,albogularis,,Y,https://www.markmybird.org/gallery/pygarrhichas_albogularis/1347,50_kathrynross27,485_oharar,52_grrlscientist,44_Chris
Drymornis_bridgesii_1,Drymornis_bridgesii,Scimitar-billed Woodcreeper,Tring,89.5.14.745,M,Drymornis,bridgesii,,,https://www.markmybird.org/gallery/drymornis_bridgesii/168,44_Chris,485_oharar,363_Peregrin3,43_elliot
Nasica_longirostris_1,Nasica_longirostris,Long-billed Woodcreeper,Tring,1968.8.21.74,M,Nasica,longirostris,,Y,https://www.markmybird.org/gallery/nasica_longirostris/1056,334_Will,369_Gepwin,44_Chris,150_Jlynntran
Dendrocincla_tyrannina_1,Dendrocincla_tyrannina,Tyrannine Woodcreeper,Tring,89.5.14.787,U,Dendrocincla,tyrannica,tyrannica,Y,https://www.markmybird.org/gallery/dendrocincla_tyrannina/757,48_okeeffeml,183_ThomasG,114_tdjames,35_Lara
Deconychura_longicauda_1,Deconychura_longicauda,Long-tailed Woodcreeper,Tring,1930.6.20.142,M,Deconychura,longicauda,longicauda,Y,https://www.markmybird.org/gallery/deconychura_longicauda/753,41_Emma,40_chris13,5_Jen,
Sittasomus_griseicapillus_1,Sittasomus_griseicapillus,Olivaceous Woodcreeper,Tring,89.1.10.169,M,Sittasomus,griseicapillus,griseicapillus,Y,https://www.markmybird.org/gallery/sittasomus_griseicapillus/1416,396_Arasevera,485_oharar,52_grrlscientist,44_Chris
Glyphorynchus_spirurus_1,Glyphorynchus_spirurus,Wedge-billed Woodcreeper,Tring,89.5.20.455,M,Glyphorynchus,spirurus,spirurus,Y,https://www.markmybird.org/gallery/glyphorynchus_spirurus/1848,40_chris13,43_elliot,485_oharar,36_zoe
Dendrexetastes_rufigula_1,Dendrexetastes_rufigula,Cinnamon-throated Woodcreeper,Tring,54.1.17.48,U,Dendrexetastes,rufigula,rufigula,Y,https://www.markmybird.org/gallery/dendrexetastes_rufigula/1905,4_gavin,449_gianluca,44_Chris,36_zoe
Hylexetastes_perrotii_1,Hylexetastes_perrotii,Red-billed Woodcreeper,Tring,81.2.18.191,U,Hylexetastes,perrotii,,Y,https://www.markmybird.org/gallery/hylexetastes_perrotii/897,302_kat211123,369_Gepwin,44_Chris,35_Lara
Xiphocolaptes_promeropirhynchus_1,Xiphocolaptes_promeropirhynchus,Strong-billed Woodcreeper,Tring,89.5.20.547,M,Xiphocolaptes,promeropirhynchus,,Y,https://www.markmybird.org/gallery/xiphocolaptes_promeropirhynchus/1166,43_elliot,369_Gepwin,44_Chris,36_zoe
Dendrocolaptes_picumnus_1,Dendrocolaptes_picumnus,Black-banded Woodcreeper,Manchester,6196,M,Dendrocolaptes,picumnus,,,https://www.markmybird.org/gallery/dendrocolaptes_picumnus/759,48_okeeffeml,43_elliot,36_zoe,44_Chris
Dendroplex_picus_1,Dendroplex_picus,Straight-billed Woodcreeper,Manchester,6184,M,Dendroplex,picus,,,https://www.markmybird.org/gallery/dendroplex_picus/761,48_okeeffeml,363_Peregrin3,114_tdjames,43_elliot
Xiphorhynchus_obsoletus_1,Xiphorhynchus_obsoletus,Striped Woodcreeper,Tring,1909.3.1,M,Xiphorhynchus,obsoletus,obsoletus,Y,https://www.markmybird.org/gallery/xiphorhynchus_obsoletus/1525,36_zoe,465_JSquirrell,52_grrlscientist,35_Lara
Lepidocolaptes_souleyetii_1,Lepidocolaptes_souleyetii,Streak-headed Woodcreeper,Tring,89.5.14.724,M,Lepidocolaptes,souleyeti,souleyeti,,https://www.markmybird.org/gallery/lepidocolaptes_souleyetii/247,167_Sam,232_Kal,44_Chris,43_elliot
Campylorhamphus_pucherani_1,Campylorhamphus_pucherani,Greater Scythebill,Tring,99.6.1.425,U,Campylorhamphus,pucherani,,Y,https://www.markmybird.org/gallery/campylorhamphus_pucherani/626,48_okeeffeml,334_Will,56_hughbrazier,43_elliot
Formicarius_colma_2,Formicarius_colma,Rufous-capped Antthrush,Tring,89.9.20.574,M,Formicarius,colma,colma,Y,https://www.markmybird.org/gallery/formicarius_colma/817,278_I,363_Peregrin3,44_Chris,43_elliot
Chamaeza_campanisona_1,Chamaeza_campanisona,Short-tailed Antthrush,Tring,89.7.10.818,M,Chamaeza,campanisona,campanisona,Y,https://www.markmybird.org/gallery/chamaeza_campanisona/3371,44_Chris,40_chris13,36_zoe,
Pittasoma_michleri_2,Pittasoma_michleri,Black-crowned Antpitta,Tring,89.7.10.832,M,Pittasoma,michleri,michleri,,https://www.markmybird.org/gallery/pittasoma_michleri/366,592_angelaMc,43_elliot,44_Chris,36_zoe
Grallaria_ruficapilla_1,Grallaria_ruficapilla,Chestnut-crowned Antpitta,Manchester,6156,U,Grallaria,ruficapilla,,,https://www.markmybird.org/gallery/grallaria_ruficapilla/845,242_solayan,43_elliot,363_Peregrin3,44_Chris
Hylopezus_perspicillatus_1,Hylopezus_perspicillatus,Spectacled Antpitta,Tring,89.7.10.912,M,Grallaria,perspicillata,perspicillata,Y,https://www.markmybird.org/gallery/hylopezus_perspicillatus/903,302_kat211123,40_chris13,5_Jen,
Myrmothera_campanisona_1,Myrmothera_campanisona,Thrush-like Antpitta,Tring,1933.10.21.41,M,Myrmothera,campanisona,campanisona,Y,https://www.markmybird.org/gallery/myrmothera_campanisona/1051,4_gavin,369_Gepwin,43_elliot,35_Lara
Grallaricula_flavirostris_1,Grallaricula_flavirostris,Ochre-breasted Antpitta,Tring,1938.6.19.31,F,Grallaricula,flavirostris,mindoensis,Y,https://www.markmybird.org/gallery/grallaricula_flavirostris/1847,40_chris13,5_Jen,44_Chris,
Conopophaga_melanops_2,Conopophaga_melanops,Black-cheeked Gnateater,Tring,41.347,U,Conopophaga,melanops,,,https://www.markmybird.org/gallery/conopophaga_melanops/132,40_chris13,578_claireh,485_oharar,35_Lara
Pteroptochos_tarnii_3,Pteroptochos_tarnii,Black-throated Huet-huet,Tring,1905.4.12.26,M,Pteroptochos,tarnii,,,https://www.markmybird.org/gallery/pteroptochos_tarnii/1338,44_Chris,50_kathrynross27,480_KateB,43_elliot
